ЗАПУШИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАПУШИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ЗАПУШИТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ЗАПУШИТЬ	110911-V	ВЫРВАТЬ, ВЫДРАТЬ
ЗАПУШИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗАПУШИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАПЫЛИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАПЫЛИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАПЫЛИТЬ	5967-V	КИНОСЪЕМКА
ЗАПЫЛИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАПЫЛИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ЗАПЫЛИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ЗАПЫЛИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ЗАПЫЛИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ЗАПЫЛИТЬ	3447-V	ОХОТА
ЗАПЫЛИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗАРЕГУЛИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
ЗАРЕГУЛИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ЗАРЕГУЛИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
ЗАРЕГУЛИРОВАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ЗАРЕГУЛИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ЗАРЕГУЛИРОВАТЬ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
ЗАРЕГУЛИРОВАТЬ	111641-V	КИНОФОТОСЪЕМКА
ЗАРЕГУЛИРОВАТЬ	117028-V	ДОГАДАТЬСЯ
ЗАРЕГУЛИРОВАТЬ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
ЗАРЕГУЛИРОВАТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАРЕЗАТЬСЯ	106876-V	ВЫСКАЗАТЬ
ЗАРЕЗАТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ЗАРЕЗАТЬСЯ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАРЕЗАТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
ЗАРЕЗАТЬСЯ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
ЗАРЕЗАТЬСЯ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАРЕЗАТЬСЯ	5967-V	КИНОСЪЕМКА
ЗАРЕЗАТЬСЯ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗАРЕЗАТЬСЯ	107470-V	ИДТИ НОГАМИ
ЗАРЕЗАТЬСЯ	139800-V	ОБЕРНУТЬСЯ ТУДА И ОБРАТНО
ЗАРЫБЛЯТЬ	106876-V	ВЫСКАЗАТЬ
ЗАРЫБЛЯТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ЗАРЫБЛЯТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ЗАРЫБЛЯТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ЗАРЫБЛЯТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАРЫБЛЯТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ЗАРЫБЛЯТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ЗАРЫБЛЯТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАРЫБЛЯТЬ	5967-V	КИНОСЪЕМКА
ЗАРЫБЛЯТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАСЛУШИВАТЬСЯ	106876-V	ВЫСКАЗАТЬ
ЗАСЛУШИВАТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ЗАСЛУШИВАТЬСЯ	106638-V	УМЕНЬШИТЬ
ЗАСЛУШИВАТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ЗАСЛУШИВАТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ЗАСЛУШИВАТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
ЗАСЛУШИВАТЬСЯ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
ЗАСЛУШИВАТЬСЯ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ЗАСЛУШИВАТЬСЯ	117028-V	ДОГАДАТЬСЯ
ЗАСЛУШИВАТЬСЯ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
ЗАТЕНИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАТЕНИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗАТЕНИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАТЕНИТЬ	5967-V	КИНОСЪЕМКА
ЗАТЕНИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАТЕНИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ЗАТЕНИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ЗАТЕНИТЬ	3447-V	ОХОТА
ЗАТЕНИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ЗАТЕНИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ЗАУЗИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ЗАУЗИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ЗАУЗИТЬ	3447-V	ОХОТА
ЗАУЗИТЬ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
ЗАУЗИТЬ	121334-V	ВЫЖЕЧЬ ЗНАК, РИСУНОК
ЗАУЗИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ЗАУЗИТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ЗАУЗИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗАУЗИТЬ	5967-V	КИНОСЪЕМКА
ЗАУЗИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАШТОРИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ЗАШТОРИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ЗАШТОРИТЬ	3447-V	ОХОТА
ЗАШТОРИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ЗАШТОРИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ЗАШТОРИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗАШТОРИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗАШТОРИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗАШТОРИТЬ	118776-V	ПРОВЕЗТИ С СОБОЙ
ЗАШТОРИТЬ	127271-V	ПРИЛЕГАТЬ, ПРИМЫКАТЬ
ЗЕЛЕНИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ЗЕЛЕНИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ЗЕЛЕНИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ЗЕЛЕНИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ЗЕЛЕНИТЬ	3447-V	ОХОТА
ЗЕЛЕНИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ЗЕЛЕНИТЬ	5967-V	КИНОСЪЕМКА
ЗЕЛЕНИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ЗЕЛЕНИТЬ	110911-V	ВЫРВАТЬ, ВЫДРАТЬ
ЗЕЛЕНИТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ЗОЛОТИТЬСЯ	106876-V	ВЫСКАЗАТЬ
ЗОЛОТИТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ЗОЛОТИТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
ЗОЛОТИТЬСЯ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ЗОЛОТИТЬСЯ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ЗОЛОТИТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ЗОЛОТИТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ЗОЛОТИТЬСЯ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
ЗОЛОТИТЬСЯ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ЗОЛОТИТЬСЯ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
ИДЕОЛОГИЗИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
ИДЕОЛОГИЗИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
ИДЕОЛОГИЗИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ИДЕОЛОГИЗИРОВАТЬ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
ИДЕОЛОГИЗИРОВАТЬ	106638-V	УМЕНЬШИТЬ
ИДЕОЛОГИЗИРОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ИДЕОЛОГИЗИРОВАТЬ	117028-V	ДОГАДАТЬСЯ
ИДЕОЛОГИЗИРОВАТЬ	111641-V	КИНОФОТОСЪЕМКА
ИДЕОЛОГИЗИРОВАТЬ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
ИДЕОЛОГИЗИРОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИЗРИСОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИЗРИСОВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ИЗРИСОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ИЗРИСОВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ИЗРИСОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ИЗРИСОВАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ИЗРИСОВАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ИЗРИСОВАТЬ	3447-V	ОХОТА
ИЗРИСОВАТЬ	106876-V	ВЫСКАЗАТЬ
ИЗРИСОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ИЗРУБИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ИЗРУБИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ИЗРУБИТЬ	3447-V	ОХОТА
ИЗРУБИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ИЗРУБИТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ИЗРУБИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИЗРУБИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ИЗРУБИТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ИЗРУБИТЬ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
ИЗРУБИТЬ	121334-V	ВЫЖЕЧЬ ЗНАК, РИСУНОК
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	117028-V	ДОГАДАТЬСЯ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	106638-V	УМЕНЬШИТЬ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	111641-V	КИНОФОТОСЪЕМКА
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	106467-V	МЫСЛИТЕЛЬНЫЙ ПРОЦЕСС
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ИНСТИТУЦИОНАЛИЗИРОВАТЬ	1359-V	ОПУБЛИКОВАНИЕ
ИНТЕРНИРОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ИНТЕРНИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
ИНТЕРНИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ИНТЕРНИРОВАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ИНТЕРНИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ИНТЕРНИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
ИНТЕРНИРОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИНТЕРНИРОВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ИНТЕРНИРОВАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ИНТЕРНИРОВАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ИСТЕРЕТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИСТЕРЕТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ИСТЕРЕТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ИСТЕРЕТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ИСТЕРЕТЬ	3447-V	ОХОТА
ИСТЕРЕТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ИСТЕРЕТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ИСТЕРЕТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
ИСТЕРЕТЬ	148420-V	ОТНОШЕНИЯ МЕЖДУ ЛЮДЬМИ
ИСТЕРЕТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ИСТОНЧАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ИСТОНЧАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ИСТОНЧАТЬ	3447-V	ОХОТА
ИСТОНЧАТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
ИСТОНЧАТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
ИСТОНЧАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ИСТОНЧАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ИСТОНЧАТЬ	127271-V	ПРИЛЕГАТЬ, ПРИМЫКАТЬ
ИСТОНЧАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ИСТОНЧАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
КАДИТЬ	111100-V	ПЛАВИТЬ
КАДИТЬ	129701-V	ВАРКА (ТЕХНОЛОГИЧЕСКИЙ ПРОЦЕСС)
КАДИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КАДИТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
КАДИТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
КАДИТЬ	106938-V	ПЕРЕМЕСТИТЬ
КАДИТЬ	148420-V	ОТНОШЕНИЯ МЕЖДУ ЛЮДЬМИ
КАДИТЬ	144027-V	СОВМЕСТНАЯ ДЕЯТЕЛЬНОСТЬ
КАДИТЬ	106494-V	ВЫПОЛНИТЬ, ИСПОЛНИТЬ, ОСУЩЕСТВИТЬ
КАДИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
КАЛЕЧИТЬСЯ	106876-V	ВЫСКАЗАТЬ
КАЛЕЧИТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
КАЛЕЧИТЬСЯ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КАЛЕЧИТЬСЯ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
КАЛЕЧИТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КАЛЕЧИТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КАЛЕЧИТЬСЯ	123937-V	ПОКОРИТЬ СЕРДЦА
КАЛЕЧИТЬСЯ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
КАЛЕЧИТЬСЯ	5967-V	КИНОСЪЕМКА
КАЛЕЧИТЬСЯ	107470-V	ИДТИ НОГАМИ
КАРТАВИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КАРТАВИТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КАРТАВИТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КАРТАВИТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
КАРТАВИТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
КАРТАВИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
КАРТАВИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
КАРТАВИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
КАРТАВИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
КАРТАВИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
КАСТОМИЗИРОВАТЬ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
КАСТОМИЗИРОВАТЬ	106638-V	УМЕНЬШИТЬ
КАСТОМИЗИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
КАСТОМИЗИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
КАСТОМИЗИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
КАСТОМИЗИРОВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КАСТОМИЗИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КАСТОМИЗИРОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
КАСТОМИЗИРОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
КАСТОМИЗИРОВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
КВАКАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КВАКАТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
КВАКАТЬ	107470-V	ИДТИ НОГАМИ
КВАКАТЬ	139800-V	ОБЕРНУТЬСЯ ТУДА И ОБРАТНО
КВАКАТЬ	111387-V	ЗАСТРЕЛИТЬ (УБИТЬ)
КВАКАТЬ	2465-V	СТРЕЛЬБА
КВАКАТЬ	127089-V	РАЗМНОЖИТЬСЯ, РАСПЛОДИТЬСЯ
КВАКАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
КВАКАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
КВАКАТЬ	3447-V	ОХОТА
КЛУБИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
КЛУБИТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
КЛУБИТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
КЛУБИТЬ	112145-V	КОНЧИТЬ, ЗАВЕРШИТЬ ДО КОНЦА
КЛУБИТЬ	126274-V	ПРИЙТИ К МЕСТУ
КЛУБИТЬ	106938-V	ПЕРЕМЕСТИТЬ
КЛУБИТЬ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
КЛУБИТЬ	121334-V	ВЫЖЕЧЬ ЗНАК, РИСУНОК
КЛУБИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
КЛУБИТЬ	5967-V	КИНОСЪЕМКА
КОЛОСИТЬСЯ	106876-V	ВЫСКАЗАТЬ
КОЛОСИТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
КОЛОСИТЬСЯ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
КОЛОСИТЬСЯ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
КОЛОСИТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
КОЛОСИТЬСЯ	127271-V	ПРИЛЕГАТЬ, ПРИМЫКАТЬ
КОЛОСИТЬСЯ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
КОЛОСИТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КОЛОСИТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КОЛОСИТЬСЯ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КОМКАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
КОМКАТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
КОМКАТЬ	113462-V	ПОЧТЕНИЕ
КОМКАТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
КОМКАТЬ	112145-V	КОНЧИТЬ, ЗАВЕРШИТЬ ДО КОНЦА
КОМКАТЬ	126274-V	ПРИЙТИ К МЕСТУ
КОМКАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
КОМКАТЬ	5967-V	КИНОСЪЕМКА
КОМКАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
КОМКАТЬ	106934-V	ЕСТЬ, ПРИНИМАТЬ ПИЩУ
КОНСПЕКТИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
КОНСПЕКТИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
КОНСПЕКТИРОВАТЬ	121163-V	ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)
КОНСПЕКТИРОВАТЬ	117028-V	ДОГАДАТЬСЯ
КОНСПЕКТИРОВАТЬ	111735-V	ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ
КОНСПЕКТИРОВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КОНСПЕКТИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КОНСПЕКТИРОВАТЬ	106638-V	УМЕНЬШИТЬ
КОНСПЕКТИРОВАТЬ	111641-V	КИНОФОТОСЪЕМКА
КОНСПЕКТИРОВАТЬ	114396-V	ОБРАЩАТЬСЯ (ПОЛЬЗОВАТЬСЯ, ПРИМЕНЯТЬ)
КОНТУЗИТЬ	106876-V	ВЫСКАЗАТЬ
КОНТУЗИТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
КОНТУЗИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
КОНТУЗИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
КОНТУЗИТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
КОНТУЗИТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
КОНТУЗИТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
КОНТУЗИТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
КОНТУЗИТЬ	117028-V	ДОГАДАТЬСЯ
